transaction_id,date,region,channel,customer_id,customer_segment,product_id,product_name,product_category,quantity,unit_price,unit_cost,revenue,gross_profit,month,year,quarter
T001004,2024-11-10,中部,EC,C0171,個人,P008,ポータブル電源,現場用品,3,62000,44000,186000,54000,2024-11,2024,Q4
T001005,2026-01-10,東北,EC,C0175,個人,P009,耐水メモ帳,文具,6,980,520,5880,2760,2026-01,2026,Q1
T001006,2025-01-11,近畿,EC,C0135,個人,P008,ポータブル電源,現場用品,1,62000,44000,62000,18000,2025-01,2025,Q1
T001007,2024-10-15,北海道,店舗,C0181,個人,P004,ドローンバッテリー,ドローン,1,28000,18000,28000,10000,2024-10,2024,Q4
T001008,2025-03-12,関東,EC,C0235,中小企業,P002,現場用タブレット,IT機器,2,93100,72000,186200,42200,2025-03,2025,Q1
T001009,2025-10-23,中部,店舗,C0016,個人,P006,安全ベスト,安全用品,1,3200,1900,3200,1300,2025-10,2025,Q4
T001010,2024-10-03,中部,法人,C0147,個人,P005,ヘルメット,安全用品,4,6460,4200,25840,9040,2024-10,2024,Q4
T001011,2025-12-10,関東,店舗,C0043,中小企業,P001,高耐久ノートPC,IT機器,2,135000,98000,270000,74000,2025-12,2025,Q4
T001012,2025-08-04,近畿,EC,C0134,個人,P005,ヘルメット,安全用品,1,6800,4200,6800,2600,2025-08,2025,Q3
T001013,2025-05-17,中部,EC,C0175,個人,P001,高耐久ノートPC,IT機器,1,135000,98000,135000,37000,2025-05,2025,Q2
T001014,2025-09-15,北海道,店舗,C0150,個人,P002,現場用タブレット,IT機器,6,98000,72000,588000,156000,2025-09,2025,Q3
T001015,2025-05-30,中国,EC,C0231,個人,P002,現場用タブレット,IT機器,1,98000,72000,98000,26000,2025-05,2025,Q2
T001016,2024-12-15,北海道,店舗,C0208,個人,P010,ワークグローブ,安全用品,3,1200,650,3600,1650,2024-12,2024,Q4
T001017,2025-03-21,近畿,法人,C0034,中小企業,P002,現場用タブレット,IT機器,1,80360,72000,80360,8360,2025-03,2025,Q1
T001018,2024-12-15,関東,EC,C0117,個人,P002,現場用タブレット,IT機器,2,98000,72000,196000,52000,2024-12,2024,Q4
T001019,2025-08-29,中国,店舗,C0144,個人,P002,現場用タブレット,IT機器,2,98000,72000,196000,52000,2025-08,2025,Q3
T001020,2025-10-25,北海道,店舗,C0207,中小企業,P007,レーザー距離計,計測機器,4,52000,36000,208000,64000,2025-10,2025,Q4
T001021,2024-05-16,北海道,EC,C0006,個人,P008,ポータブル電源,現場用品,1,62000,44000,62000,18000,2024-05,2024,Q2
T001022,2026-01-28,中部,EC,C0210,個人,P008,ポータブル電源,現場用品,1,62000,44000,62000,18000,2026-01,2026,Q1
T001023,2024-08-30,関東,店舗,C0056,大企業,P005,ヘルメット,安全用品,1,6460,4200,6460,2260,2024-08,2024,Q3
T001024,2025-06-26,東北,EC,C0012,個人,P008,ポータブル電源,現場用品,1,62000,44000,62000,18000,2025-06,2025,Q2
T001025,2024-02-09,北海道,店舗,C0180,個人,P007,レーザー距離計,計測機器,1,52000,36000,52000,16000,2024-02,2024,Q1
T001026,2024-08-16,東北,法人,C0016,個人,P004,ドローンバッテリー,ドローン,1,23800,18000,23800,5800,2024-08,2024,Q3
T001027,2025-07-01,関東,法人,C0240,大企業,P001,高耐久ノートPC,IT機器,1,108000,98000,108000,10000,2025-07,2025,Q3
T001028,2024-08-10,北海道,法人,C0074,大企業,P002,現場用タブレット,IT機器,1,93100,72000,93100,21100,2024-08,2024,Q3
T001029,2024-01-06,中部,店舗,C0197,個人,P008,ポータブル電源,現場用品,1,62000,44000,62000,18000,2024-01,2024,Q1
T001030,2024-11-17,四国,店舗,C0165,個人,P002,現場用タブレット,IT機器,1,98000,72000,98000,26000,2024-11,2024,Q4
T001031,2025-04-12,四国,EC,C0096,個人,P002,現場用タブレット,IT機器,1,98000,72000,98000,26000,2025-04,2025,Q2
T001032,2026-01-01,四国,店舗,C0115,個人,P001,高耐久ノートPC,IT機器,3,135000,98000,405000,111000,2026-01,2026,Q1
T001033,2024-03-15,東北,店舗,C0097,中小企業,P002,現場用タブレット,IT機器,2,95060,72000,190120,46120,2024-03,2024,Q1
T001034,2024-01-04,関東,EC,C0170,個人,P007,レーザー距離計,計測機器,2,52000,36000,104000,32000,2024-01,2024,Q1
T001035,2025-10-07,東北,店舗,C0168,大企業,P002,現場用タブレット,IT機器,2,93100,72000,186200,42200,2025-10,2025,Q4
T001036,2024-04-27,四国,法人,C0046,個人,P001,高耐久ノートPC,IT機器,4,135000,98000,540000,148000,2024-04,2024,Q2
T001037,2025-08-28,関東,法人,C0136,中小企業,P002,現場用タブレット,IT機器,1,88200,72000,88200,16200,2025-08,2025,Q3
T001038,2025-05-18,北海道,EC,C0058,個人,P009,耐水メモ帳,文具,6,980,520,5880,2760,2025-05,2025,Q2
T001039,2025-07-27,中部,店舗,C0077,個人,P008,ポータブル電源,現場用品,1,62000,44000,62000,18000,2025-07,2025,Q3
T001040,2025-03-16,関東,店舗,C0185,個人,P001,高耐久ノートPC,IT機器,2,130950,98000,261900,65900,2025-03,2025,Q1
T001041,2024-07-12,関東,EC,C0137,個人,P007,レーザー距離計,計測機器,1,52000,36000,52000,16000,2024-07,2024,Q3
T001042,2025-12-15,中国,法人,C0059,中小企業,P003,測量用GNSS受信機,計測機器,1,617500,510000,617500,107500,2025-12,2025,Q4
T001043,2025-01-26,関東,EC,C0089,個人,P005,ヘルメット,安全用品,1,6800,4200,6800,2600,2025-01,2025,Q1
T001044,2024-01-26,東北,店舗,C0049,中小企業,P009,耐水メモ帳,文具,3,980,520,2940,1380,2024-01,2024,Q1
T001045,2025-03-10,四国,EC,C0009,個人,P005,ヘルメット,安全用品,2,6800,4200,13600,5200,2025-03,2025,Q1
T001046,2024-06-21,北海道,EC,C0158,個人,P007,レーザー距離計,計測機器,1,52000,36000,52000,16000,2024-06,2024,Q2
T001047,2024-10-26,北海道,店舗,C0062,個人,P006,安全ベスト,安全用品,1,3200,1900,3200,1300,2024-10,2024,Q4
T001048,2025-10-06,東北,店舗,C0026,個人,P005,ヘルメット,安全用品,2,6800,4200,13600,5200,2025-10,2025,Q4
T001049,2024-11-21,関東,EC,C0115,個人,P007,レーザー距離計,計測機器,1,52000,36000,52000,16000,2024-11,2024,Q4
T001050,2025-02-13,中部,店舗,C0181,個人,P007,レーザー距離計,計測機器,1,52000,36000,52000,16000,2025-02,2025,Q1
T001051,2024-04-27,近畿,店舗,C0190,中小企業,P006,安全ベスト,安全用品,1,3200,1900,3200,1300,2024-04,2024,Q2
T001052,2025-12-24,九州,法人,C0113,中小企業,P008,ポータブル電源,現場用品,1,62000,44000,62000,18000,2025-12,2025,Q4
T001053,2024-08-12,北海道,店舗,C0056,大企業,P010,ワークグローブ,安全用品,4,1140,650,4560,1960,2024-08,2024,Q3
T001054,2025-06-15,関東,EC,C0036,個人,P009,耐水メモ帳,文具,1,980,520,980,460,2025-06,2025,Q2
T001055,2024-04-22,関東,店舗,C0075,個人,P007,レーザー距離計,計測機器,1,52000,36000,52000,16000,2024-04,2024,Q2
T001056,2024-05-19,中国,EC,C0235,中小企業,P006,安全ベスト,安全用品,3,3200,1900,9600,3900,2024-05,2024,Q2
T001057,2025-07-12,関東,店舗,C0148,個人,P005,ヘルメット,安全用品,1,6800,4200,6800,2600,2025-07,2025,Q3
T001058,2024-01-01,中部,店舗,C0173,個人,P008,ポータブル電源,現場用品,1,62000,44000,62000,18000,2024-01,2024,Q1
T001059,2024-03-30,中部,法人,C0078,大企業,P001,高耐久ノートPC,IT機器,1,117450,98000,117450,19450,2024-03,2024,Q1
T001060,2025-10-15,関東,店舗,C0106,個人,P002,現場用タブレット,IT機器,1,98000,72000,98000,26000,2025-10,2025,Q4
T001061,2024-11-15,関東,店舗,C0016,個人,P001,高耐久ノートPC,IT機器,1,135000,98000,135000,37000,2024-11,2024,Q4
T001062,2025-07-03,関東,店舗,C0152,中小企業,P004,ドローンバッテリー,ドローン,1,28000,18000,28000,10000,2025-07,2025,Q3
T001063,2024-05-18,九州,店舗,C0161,個人,P001,高耐久ノートPC,IT機器,1,135000,98000,135000,37000,2024-05,2024,Q2
T001064,2025-05-25,四国,店舗,C0013,個人,P001,高耐久ノートPC,IT機器,1,135000,98000,135000,37000,2025-05,2025,Q2
T001065,2024-09-15,近畿,EC,C0202,個人,P001,高耐久ノートPC,IT機器,1,130950,98000,130950,32950,2024-09,2024,Q3
T001066,2025-11-03,九州,法人,C0179,中小企業,P001,高耐久ノートPC,IT機器,1,128250,98000,128250,30250,2025-11,2025,Q4
T001067,2025-11-20,関東,店舗,C0039,個人,P001,高耐久ノートPC,IT機器,2,135000,98000,270000,74000,2025-11,2025,Q4
T001068,2024-01-10,九州,店舗,C0048,個人,P005,ヘルメット,安全用品,3,6800,4200,20400,7800,2024-01,2024,Q1
T001069,2024-09-17,近畿,店舗,C0062,個人,P001,高耐久ノートPC,IT機器,2,135000,98000,270000,74000,2024-09,2024,Q3
T001070,2025-10-11,九州,EC,C0220,個人,P001,高耐久ノートPC,IT機器,1,135000,98000,135000,37000,2025-10,2025,Q4
T001071,2024-06-20,関東,店舗,C0235,中小企業,P008,ポータブル電源,現場用品,2,62000,44000,124000,36000,2024-06,2024,Q2
T001072,2024-01-13,関東,店舗,C0106,個人,P010,ワークグローブ,安全用品,2,1200,650,2400,1100,2024-01,2024,Q1
T001073,2024-06-16,近畿,EC,C0100,個人,P005,ヘルメット,安全用品,7,6800,4200,47600,18200,2024-06,2024,Q2
T001074,2025-10-03,関東,店舗,C0053,中小企業,P008,ポータブル電源,現場用品,1,62000,44000,62000,18000,2025-10,2025,Q4
T001075,2025-08-18,中国,法人,C0021,個人,P002,現場用タブレット,IT機器,2,93100,72000,186200,42200,2025-08,2025,Q3
T001076,2024-11-16,関東,法人,C0024,個人,P006,安全ベスト,安全用品,2,3040,1900,6080,2280,2024-11,2024,Q4
T001077,2024-11-14,四国,EC,C0213,個人,P008,ポータブル電源,現場用品,1,62000,44000,62000,18000,2024-11,2024,Q4
T001078,2025-09-04,近畿,店舗,C0069,中小企業,P002,現場用タブレット,IT機器,3,98000,72000,294000,78000,2025-09,2025,Q3
T001079,2024-11-24,関東,法人,C0155,中小企業,P006,安全ベスト,安全用品,1,2880,1900,2880,980,2024-11,2024,Q4
T001080,2026-02-15,関東,店舗,C0224,個人,P006,安全ベスト,安全用品,1,3200,1900,3200,1300,2026-02,2026,Q1
T001081,2025-07-03,中部,法人,C0206,中小企業,P002,現場用タブレット,IT機器,2,93100,72000,186200,42200,2025-07,2025,Q3
T001082,2025-02-22,関東,店舗,C0123,中小企業,P005,ヘルメット,安全用品,2,6800,4200,13600,5200,2025-02,2025,Q1
T001083,2025-08-28,東北,店舗,C0233,個人,P006,安全ベスト,安全用品,1,3200,1900,3200,1300,2025-08,2025,Q3
T001084,2024-04-04,東北,店舗,C0233,個人,P010,ワークグローブ,安全用品,5,1200,650,6000,2750,2024-04,2024,Q2
T001085,2025-08-03,関東,店舗,C0240,大企業,P004,ドローンバッテリー,ドローン,1,26600,18000,26600,8600,2025-08,2025,Q3
T001086,2024-11-13,近畿,法人,C0190,中小企業,P001,高耐久ノートPC,IT機器,1,135000,98000,135000,37000,2024-11,2024,Q4
T001087,2024-08-23,中国,法人,C0194,個人,P008,ポータブル電源,現場用品,1,62000,44000,62000,18000,2024-08,2024,Q3
T001088,2024-11-29,中部,店舗,C0063,個人,P001,高耐久ノートPC,IT機器,2,135000,98000,270000,74000,2024-11,2024,Q4
T001089,2025-01-10,中国,店舗,C0102,個人,P001,高耐久ノートPC,IT機器,1,135000,98000,135000,37000,2025-01,2025,Q1
T001090,2025-04-03,関東,店舗,C0199,個人,P002,現場用タブレット,IT機器,2,98000,72000,196000,52000,2025-04,2025,Q2
T001091,2024-05-16,近畿,店舗,C0120,個人,P004,ドローンバッテリー,ドローン,2,28000,18000,56000,20000,2024-05,2024,Q2
T001092,2025-08-10,関東,EC,C0092,個人,P001,高耐久ノートPC,IT機器,1,135000,98000,135000,37000,2025-08,2025,Q3
T001093,2025-06-30,四国,EC,C0093,個人,P001,高耐久ノートPC,IT機器,2,135000,98000,270000,74000,2025-06,2025,Q2
T001094,2025-05-27,東北,店舗,C0128,中小企業,P007,レーザー距離計,計測機器,1,52000,36000,52000,16000,2025-05,2025,Q2
T001095,2024-10-22,九州,店舗,C0206,中小企業,P009,耐水メモ帳,文具,1,980,520,980,460,2024-10,2024,Q4
T001096,2024-11-15,中部,店舗,C0195,中小企業,P002,現場用タブレット,IT機器,1,98000,72000,98000,26000,2024-11,2024,Q4
T001097,2025-07-25,関東,法人,C0095,中小企業,P001,高耐久ノートPC,IT機器,1,128250,98000,128250,30250,2025-07,2025,Q3
T001098,2024-12-14,東北,店舗,C0012,個人,P003,測量用GNSS受信機,計測機器,2,650000,510000,1300000,280000,2024-12,2024,Q4
T001099,2026-02-17,北海道,店舗,C0057,個人,P002,現場用タブレット,IT機器,1,98000,72000,98000,26000,2026-02,2026,Q1
T001100,2024-08-16,中部,店舗,C0067,個人,P005,ヘルメット,安全用品,4,6800,4200,27200,10400,2024-08,2024,Q3
T001101,2024-09-26,北海道,EC,C0150,個人,P008,ポータブル電源,現場用品,1,62000,44000,62000,18000,2024-09,2024,Q3
T001102,2024-10-17,東北,EC,C0107,個人,P002,現場用タブレット,IT機器,1,98000,72000,98000,26000,2024-10,2024,Q4
T001103,2025-12-25,中国,店舗,C0051,個人,P006,安全ベスト,安全用品,3,3200,1900,9600,3900,2025-12,2025,Q4
T001104,2024-06-13,関東,法人,C0098,中小企業,P004,ドローンバッテリー,ドローン,1,28000,18000,28000,10000,2024-06,2024,Q2
T001105,2024-01-05,関東,EC,C0063,個人,P010,ワークグローブ,安全用品,1,1200,650,1200,550,2024-01,2024,Q1
T001106,2025-01-13,中国,店舗,C0168,大企業,P002,現場用タブレット,IT機器,1,93100,72000,93100,21100,2025-01,2025,Q1
T001107,2024-03-18,九州,店舗,C0066,個人,P001,高耐久ノートPC,IT機器,1,130950,98000,130950,32950,2024-03,2024,Q1
T001108,2025-02-13,関東,EC,C0186,個人,P010,ワークグローブ,安全用品,1,1200,650,1200,550,2025-02,2025,Q1
T001109,2025-07-27,近畿,EC,C0126,個人,P001,高耐久ノートPC,IT機器,1,135000,98000,135000,37000,2025-07,2025,Q3
T001110,2024-05-11,関東,法人,C0188,大企業,P009,耐水メモ帳,文具,1,882,520,882,362,2024-05,2024,Q2
T001111,2025-08-23,九州,店舗,C0036,個人,P002,現場用タブレット,IT機器,1,98000,72000,98000,26000,2025-08,2025,Q3
T001112,2026-01-18,北海道,法人,C0048,個人,P010,ワークグローブ,安全用品,4,1200,650,4800,2200,2026-01,2026,Q1
T001113,2024-02-11,近畿,店舗,C0135,個人,P008,ポータブル電源,現場用品,4,62000,44000,248000,72000,2024-02,2024,Q1
T001114,2024-03-29,近畿,法人,C0217,大企業,P005,ヘルメット,安全用品,3,6256,4200,18768,6168,2024-03,2024,Q1
T001115,2025-02-05,北海道,店舗,C0210,個人,P010,ワークグローブ,安全用品,1,1200,650,1200,550,2025-02,2025,Q1
T001116,2024-10-22,関東,EC,C0106,個人,P001,高耐久ノートPC,IT機器,1,135000,98000,135000,37000,2024-10,2024,Q4
T001117,2024-10-21,関東,法人,C0162,中小企業,P002,現場用タブレット,IT機器,1,93100,72000,93100,21100,2024-10,2024,Q4
T001118,2025-09-07,中部,法人,C0182,大企業,P006,安全ベスト,安全用品,2,2880,1900,5760,1960,2025-09,2025,Q3
T001119,2025-06-09,関東,法人,C0056,大企業,P002,現場用タブレット,IT機器,1,83300,72000,83300,11300,2025-06,2025,Q2
T001120,2025-11-21,関東,法人,C0096,個人,P006,安全ベスト,安全用品,3,3040,1900,9120,3420,2025-11,2025,Q4
T001121,2025-09-28,九州,店舗,C0164,個人,P007,レーザー距離計,計測機器,1,52000,36000,52000,16000,2025-09,2025,Q3
T001122,2025-02-25,中国,法人,C0169,個人,P001,高耐久ノートPC,IT機器,1,121500,98000,121500,23500,2025-02,2025,Q1
T001123,2024-01-23,中国,EC,C0002,個人,P006,安全ベスト,安全用品,1,3200,1900,3200,1300,2024-01,2024,Q1
T001124,2025-07-28,関東,店舗,C0106,個人,P008,ポータブル電源,現場用品,1,62000,44000,62000,18000,2025-07,2025,Q3
T001125,2024-05-22,近畿,店舗,C0136,中小企業,P002,現場用タブレット,IT機器,1,98000,72000,98000,26000,2024-05,2024,Q2
T001126,2025-10-26,近畿,店舗,C0005,個人,P002,現場用タブレット,IT機器,1,98000,72000,98000,26000,2025-10,2025,Q4
T001127,2024-05-24,関東,店舗,C0179,中小企業,P005,ヘルメット,安全用品,2,6800,4200,13600,5200,2024-05,2024,Q2
T001128,2024-08-12,関東,EC,C0028,個人,P007,レーザー距離計,計測機器,1,52000,36000,52000,16000,2024-08,2024,Q3
T001129,2025-05-17,北海道,店舗,C0062,個人,P003,測量用GNSS受信機,計測機器,4,650000,510000,2600000,560000,2025-05,2025,Q2
T001130,2025-09-07,近畿,店舗,C0135,個人,P005,ヘルメット,安全用品,1,6800,4200,6800,2600,2025-09,2025,Q3
T001131,2024-04-13,東北,法人,C0091,個人,P009,耐水メモ帳,文具,1,882,520,882,362,2024-04,2024,Q2
T001132,2024-02-08,関東,店舗,C0102,個人,P002,現場用タブレット,IT機器,1,98000,72000,98000,26000,2024-02,2024,Q1
T001133,2024-07-16,関東,店舗,C0104,大企業,P001,高耐久ノートPC,IT機器,3,128250,98000,384750,90750,2024-07,2024,Q3
T001134,2025-10-07,中部,EC,C0063,個人,P001,高耐久ノートPC,IT機器,1,135000,98000,135000,37000,2025-10,2025,Q4
T001135,2025-08-01,東北,店舗,C0077,個人,P001,高耐久ノートPC,IT機器,1,135000,98000,135000,37000,2025-08,2025,Q3
T001136,2025-01-25,北海道,法人,C0168,大企業,P001,高耐久ノートPC,IT機器,1,128250,98000,128250,30250,2025-01,2025,Q1
T001137,2024-06-27,関東,店舗,C0024,個人,P002,現場用タブレット,IT機器,1,98000,72000,98000,26000,2024-06,2024,Q2
T001138,2025-07-07,東北,EC,C0097,中小企業,P007,レーザー距離計,計測機器,1,52000,36000,52000,16000,2025-07,2025,Q3
T001139,2025-03-23,中国,EC,C0015,個人,P002,現場用タブレット,IT機器,2,93100,72000,186200,42200,2025-03,2025,Q1
T001140,2025-05-14,北海道,法人,C0180,個人,P003,測量用GNSS受信機,計測機器,3,617500,510000,1852500,322500,2025-05,2025,Q2
T001141,2024-01-15,中国,店舗,C0128,中小企業,P008,ポータブル電源,現場用品,1,62000,44000,62000,18000,2024-01,2024,Q1
T001142,2025-09-14,東北,EC,C0145,中小企業,P003,測量用GNSS受信機,計測機器,1,630500,510000,630500,120500,2025-09,2025,Q3
T001143,2025-10-30,東北,EC,C0230,個人,P002,現場用タブレット,IT機器,2,98000,72000,196000,52000,2025-10,2025,Q4
T001144,2024-10-15,中部,EC,C0011,個人,P002,現場用タブレット,IT機器,2,98000,72000,196000,52000,2024-10,2024,Q4
T001145,2025-04-22,九州,法人,C0231,個人,P009,耐水メモ帳,文具,2,882,520,1764,724,2025-04,2025,Q2
T001146,2024-08-18,四国,店舗,C0070,個人,P001,高耐久ノートPC,IT機器,1,135000,98000,135000,37000,2024-08,2024,Q3
T001147,2025-02-23,近畿,店舗,C0020,個人,P002,現場用タブレット,IT機器,1,98000,72000,98000,26000,2025-02,2025,Q1
T001148,2024-06-05,中国,店舗,C0231,個人,P006,安全ベスト,安全用品,4,3200,1900,12800,5200,2024-06,2024,Q2
T001149,2025-07-03,中国,EC,C0169,個人,P001,高耐久ノートPC,IT機器,1,135000,98000,135000,37000,2025-07,2025,Q3
T001150,2025-03-16,北海道,店舗,C0238,個人,P001,高耐久ノートPC,IT機器,1,130950,98000,130950,32950,2025-03,2025,Q1
T001151,2024-04-06,関東,店舗,C0054,個人,P008,ポータブル電源,現場用品,1,62000,44000,62000,18000,2024-04,2024,Q2
T001152,2025-02-14,四国,EC,C0193,個人,P006,安全ベスト,安全用品,3,3200,1900,9600,3900,2025-02,2025,Q1
T001153,2024-10-15,近畿,EC,C0238,個人,P001,高耐久ノートPC,IT機器,2,135000,98000,270000,74000,2024-10,2024,Q4
T001154,2024-09-10,関東,EC,C0042,個人,P008,ポータブル電源,現場用品,1,62000,44000,62000,18000,2024-09,2024,Q3
T001155,2024-07-14,四国,店舗,C0146,個人,P001,高耐久ノートPC,IT機器,1,135000,98000,135000,37000,2024-07,2024,Q3
T001156,2025-08-20,中国,法人,C0174,中小企業,P005,ヘルメット,安全用品,1,6120,4200,6120,1920,2025-08,2025,Q3
T001157,2025-06-05,関東,店舗,C0099,個人,P005,ヘルメット,安全用品,3,6800,4200,20400,7800,2025-06,2025,Q2
T001158,2025-05-31,東北,EC,C0203,大企業,P008,ポータブル電源,現場用品,1,58900,44000,58900,14900,2025-05,2025,Q2
T001159,2025-09-26,中国,法人,C0129,個人,P006,安全ベスト,安全用品,1,3104,1900,3104,1204,2025-09,2025,Q3
T001160,2024-04-27,関東,法人,C0014,中小企業,P010,ワークグローブ,安全用品,1,1200,650,1200,550,2024-04,2024,Q2
T001161,2024-06-07,中国,店舗,C0060,個人,P002,現場用タブレット,IT機器,1,98000,72000,98000,26000,2024-06,2024,Q2
T001162,2024-08-15,四国,EC,C0155,中小企業,P002,現場用タブレット,IT機器,2,98000,72000,196000,52000,2024-08,2024,Q3
T001163,2024-08-03,関東,EC,C0199,個人,P002,現場用タブレット,IT機器,1,98000,72000,98000,26000,2024-08,2024,Q3
T001164,2025-11-26,関東,EC,C0163,個人,P007,レーザー距離計,計測機器,1,52000,36000,52000,16000,2025-11,2025,Q4
T001165,2024-01-15,東北,EC,C0116,個人,P002,現場用タブレット,IT機器,2,98000,72000,196000,52000,2024-01,2024,Q1
T001166,2024-06-05,関東,店舗,C0092,個人,P006,安全ベスト,安全用品,1,3200,1900,3200,1300,2024-06,2024,Q2
T001167,2025-10-09,東北,法人,C0097,中小企業,P001,高耐久ノートPC,IT機器,1,128250,98000,128250,30250,2025-10,2025,Q4
T001168,2024-09-17,中部,法人,C0175,個人,P004,ドローンバッテリー,ドローン,6,27160,18000,162960,54960,2024-09,2024,Q3
T001169,2024-06-05,関東,法人,C0098,中小企業,P007,レーザー距離計,計測機器,2,52000,36000,104000,32000,2024-06,2024,Q2
T001170,2024-02-16,関東,EC,C0159,個人,P001,高耐久ノートPC,IT機器,3,135000,98000,405000,111000,2024-02,2024,Q1
T001171,2024-11-19,東北,EC,C0064,中小企業,P002,現場用タブレット,IT機器,1,98000,72000,98000,26000,2024-11,2024,Q4
T001172,2025-11-15,近畿,EC,C0069,中小企業,P004,ドローンバッテリー,ドローン,1,28000,18000,28000,10000,2025-11,2025,Q4
T001173,2024-05-09,関東,法人,C0183,個人,P001,高耐久ノートPC,IT機器,1,135000,98000,135000,37000,2024-05,2024,Q2
T001174,2025-02-14,近畿,店舗,C0190,中小企業,P006,安全ベスト,安全用品,3,3200,1900,9600,3900,2025-02,2025,Q1
T001175,2024-04-04,四国,店舗,C0093,個人,P001,高耐久ノートPC,IT機器,1,135000,98000,135000,37000,2024-04,2024,Q2
T001176,2025-09-18,九州,店舗,C0002,個人,P007,レーザー距離計,計測機器,1,52000,36000,52000,16000,2025-09,2025,Q3
T001177,2026-01-24,東北,法人,C0093,個人,P001,高耐久ノートPC,IT機器,1,135000,98000,135000,37000,2026-01,2026,Q1
T001178,2024-10-18,近畿,店舗,C0034,中小企業,P002,現場用タブレット,IT機器,1,98000,72000,98000,26000,2024-10,2024,Q4
T001179,2024-10-09,九州,法人,C0111,個人,P001,高耐久ノートPC,IT機器,1,128250,98000,128250,30250,2024-10,2024,Q4
T001180,2024-03-09,近畿,店舗,C0143,個人,P005,ヘルメット,安全用品,1,6460,4200,6460,2260,2024-03,2024,Q1
T001181,2025-10-21,東北,店舗,C0027,個人,P001,高耐久ノートPC,IT機器,2,135000,98000,270000,74000,2025-10,2025,Q4
T001182,2024-01-11,東北,EC,C0091,個人,P001,高耐久ノートPC,IT機器,1,135000,98000,135000,37000,2024-01,2024,Q1
T001183,2024-09-10,北海道,EC,C0153,個人,P001,高耐久ノートPC,IT機器,3,128250,98000,384750,90750,2024-09,2024,Q3
T001184,2025-07-03,北海道,店舗,C0084,個人,P009,耐水メモ帳,文具,3,980,520,2940,1380,2025-07,2025,Q3
T001185,2024-05-13,関東,店舗,C0075,個人,P008,ポータブル電源,現場用品,3,62000,44000,186000,54000,2024-05,2024,Q2
T001186,2025-12-12,近畿,EC,C0200,個人,P005,ヘルメット,安全用品,1,6800,4200,6800,2600,2025-12,2025,Q4
T001187,2024-01-23,中国,EC,C0231,個人,P005,ヘルメット,安全用品,9,6800,4200,61200,23400,2024-01,2024,Q1
T001188,2024-12-11,関東,EC,C0063,個人,P001,高耐久ノートPC,IT機器,1,135000,98000,135000,37000,2024-12,2024,Q4
T001189,2024-10-28,関東,EC,C0044,個人,P001,高耐久ノートPC,IT機器,1,135000,98000,135000,37000,2024-10,2024,Q4
T001190,2024-12-28,関東,EC,C0036,個人,P005,ヘルメット,安全用品,2,6800,4200,13600,5200,2024-12,2024,Q4
T001191,2025-01-30,近畿,法人,C0069,中小企業,P005,ヘルメット,安全用品,1,6800,4200,6800,2600,2025-01,2025,Q1
T001192,2024-08-05,関東,店舗,C0017,中小企業,P001,高耐久ノートPC,IT機器,1,135000,98000,135000,37000,2024-08,2024,Q3
T001193,2024-05-20,関東,EC,C0071,個人,P001,高耐久ノートPC,IT機器,1,135000,98000,135000,37000,2024-05,2024,Q2
T001194,2025-09-07,中国,店舗,C0124,個人,P005,ヘルメット,安全用品,1,6800,4200,6800,2600,2025-09,2025,Q3
T001195,2024-07-28,九州,EC,C0065,中小企業,P009,耐水メモ帳,文具,1,980,520,980,460,2024-07,2024,Q3
T001196,2025-09-14,北海道,店舗,C0153,個人,P009,耐水メモ帳,文具,1,980,520,980,460,2025-09,2025,Q3
T001197,2025-09-07,近畿,法人,C0118,中小企業,P008,ポータブル電源,現場用品,2,55800,44000,111600,23600,2025-09,2025,Q3
T001198,2025-11-13,東北,店舗,C0078,大企業,P005,ヘルメット,安全用品,3,6460,4200,19380,6780,2025-11,2025,Q4
T001199,2025-04-04,関東,店舗,C0102,個人,P007,レーザー距離計,計測機器,3,52000,36000,156000,48000,2025-04,2025,Q2
T001200,2024-12-21,関東,EC,C0159,個人,P005,ヘルメット,安全用品,3,6800,4200,20400,7800,2024-12,2024,Q4
T001201,2024-11-19,関東,EC,C0221,個人,P002,現場用タブレット,IT機器,1,98000,72000,98000,26000,2024-11,2024,Q4
T001202,2024-05-12,九州,店舗,C0086,中小企業,P002,現場用タブレット,IT機器,1,98000,72000,98000,26000,2024-05,2024,Q2
T001203,2024-05-06,関東,店舗,C0211,個人,P005,ヘルメット,安全用品,3,6800,4200,20400,7800,2024-05,2024,Q2
T001204,2024-04-15,中部,法人,C0077,個人,P007,レーザー距離計,計測機器,2,52000,36000,104000,32000,2024-04,2024,Q2
T001205,2025-08-26,関東,店舗,C0178,中小企業,P002,現場用タブレット,IT機器,1,98000,72000,98000,26000,2025-08,2025,Q3
T001206,2025-01-12,近畿,店舗,C0081,個人,P003,測量用GNSS受信機,計測機器,1,650000,510000,650000,140000,2025-01,2025,Q1
T001207,2024-02-20,近畿,店舗,C0102,個人,P008,ポータブル電源,現場用品,1,62000,44000,62000,18000,2024-02,2024,Q1
T001208,2024-01-29,九州,店舗,C0189,個人,P008,ポータブル電源,現場用品,1,62000,44000,62000,18000,2024-01,2024,Q1
T001209,2025-04-06,中国,EC,C0148,個人,P005,ヘルメット,安全用品,6,6800,4200,40800,15600,2025-04,2025,Q2
